% BSU Number ;% Gene_Name ;% number messenger  ;number protein;promoter_efficiency  (1/s);messenger degradation (1/s);rbs_eficiency (1/s);protein degradation (1/s)
BSU34000;yvbV;0.13213;55.5444;0.00075055;0.0056802;0.20785;0.00049444
BSU34010;yvbW;1.0088;6.8404;0.014496;0.01437;0.0033528;0.00049444
BSU34020;yvbX;7.1369;150.7181;0.032246;0.0045182;0.010442;0.00049444
BSU34030;yvbY;38.5895;1071.3844;0.14208;0.0036818;0.013728;0.00049444
BSU34040;yvfW;51.3723;466.0014;0.19982;0.0038896;0.0044851;0.00049444
BSU34050;yvfV;54.9206;405.5192;0.14587;0.002656;0.0036508;0.00049444
BSU34060;yvfU;1.0324;13.2101;0.017195;0.016654;0.0063264;0.00049444
BSU34070;yvfT;0.98285;3.0788;0.018723;0.01905;0.0015488;0.00049444
BSU34080;yvfS;0.035305;0.28562;0.00015394;0.0043603;0.004;0.00049444
BSU34090;yvfR;0.033101;2.967;0.00013711;0.0041423;0.044319;0.00049444
BSU34100;rsbQ;2.5957;65.1382;0.025018;0.0096381;0.012408;0.00049444
BSU34110;rsbP;2.6604;132.9537;0.036992;0.013905;0.02471;0.00049444
BSU34120;yvfO;0.048598;3.6358;0.00019148;0.0039402;0.036991;0.00049444
BSU34130;lacA;0.17529;2.9221;0.0020708;0.011813;0.0082425;0.00049444
BSU34140;yvfM;0.16564;22.4633;0.00061038;0.0036851;0.067056;0.00049444
BSU34150;yvfL;0.17358;1.4525;0.00066404;0.0038255;0.0041373;0.00049444
BSU34160;yvfK;0.20502;0.9812;0.0015645;0.007631;0.0023663;0.00049444
BSU34170;lacR;0.44711;6.3292;0.004112;0.0091969;0.0069993;0.00049444
BSU34180;yvfI;0.41318;22.3926;0.0024127;0.0058393;0.026797;0.00049444
BSU34190;yvfH;5.1979;139.5479;0.040964;0.0078808;0.013274;0.00049444
BSU34200;sigL;1.489;49.2552;0.018807;0.012631;0.016356;0.00049444
BSU34210;yvfG;0.84465;463.8262;0.0078785;0.0093275;0.27152;0.00049444
BSU34220;yvfF;2.9234;71.1593;0.0123;0.0042074;0.012035;0.00049444
BSU34230;yvfE;3.7416;349.8464;0.01814;0.0048483;0.046232;0.00049444
BSU34240;yvfD;2.5556;16.9154;0.015876;0.0062123;0.0032726;0.00049444
BSU34250;yvfC;1.9805;19.1441;0.017599;0.0088861;0.0047795;0.00049444
BSU34260;yvfB;2.6642;57.8403;0.017265;0.0064802;0.010734;0.00049444
BSU34270;yvfA;1.9897;25.6819;0.012134;0.0060981;0.0063819;0.00049444
BSU34280;yveT;4.1496;2728.1741;0.026403;0.0063628;0.32507;0.00049444
BSU34290;yveS;3.397;158.5409;0.024962;0.007348;0.023076;0.00049444
BSU34300;yveR;3.2448;106.3365;0.027546;0.0084892;0.016204;0.00049444
BSU34310;yveQ;3.5956;2.5237;0.036234;0.010077;0.00034704;0.00049444
BSU34320;yveP;2.3265;41.2053;0.02523;0.010845;0.0087574;0.00049444
BSU34330;yveO;2.6126;43.606;0.031526;0.012067;0.0082526;0.00049444
BSU34340;yveN;4.2244;705.179;0.055718;0.013189;0.082537;0.00049444
BSU34350;yveM;3.1947;12.0591;0.040893;0.0128;0.0018664;0.00049444
BSU34360;yveL;4.9115;52.8478;0.046584;0.0094848;0.0053203;0.00049444
BSU34370;yveK;4.7254;23.379;0.041754;0.0088361;0.0024463;0.00049444
BSU34380;slr;0.83639;61.9294;0.0090301;0.010797;0.036611;0.00049444
BSU34390;pnbA;2.1597;98.6051;0.014208;0.0065785;0.022575;0.00049444
BSU34400;padC;0.16648;65.482;0.00071179;0.0042756;0.19448;0.00049444
BSU34410;yveG;0.14321;1.3513;0.00088039;0.0061475;0.0046655;0.00049444
BSU34420;yveF;0.18227;5.8993;0.00095952;0.0052642;0.016003;0.00049444
BSU34430;racX;2.077;21.9546;0.0029993;0.0014441;0.0052264;0.00049444
BSU34440;pbpE;2.9046;19.5803;0.0041945;0.0014441;0.0033331;0.00049444
BSU34450;sacB;0.10363;3.1866;0.00064714;0.0062449;0.015204;0.00049444
BSU34460;yveB;0.041217;0.69004;0.00056324;0.013665;0.0082779;0.00049444
BSU34470;yveA;0.0094807;0.090632;0.00010488;0.011063;0.0047267;0.00049444
BSU34480;yvdT;1.0603;105.3784;0.027455;0.025893;0.049139;0.00049444
BSU34490;yvdS;0.079928;4.796;0.0010822;0.01354;0.029669;0.00049444
BSU34500;yvdR;0.12825;4.2043;0.0020472;0.015962;0.016209;0.00049444
BSU34510;yvdQ;0.059536;0.43228;0.00030594;0.0051388;0.00359;0.00049444
BSU34520;yvdP;0.10057;14.5004;0.001528;0.015194;0.071293;0.00049444
BSU34530;yvdO;0.044786;12.2748;0.00069467;0.015511;0.13552;0.00049444
BSU34540;clpP;16.7376;4556.4916;0.034516;0.0020622;0.1346;0.00049444
BSU34550;pgcM;0.2278;11.1842;0.00082248;0.0036106;0.024276;0.00049444
BSU34560;malL;0.28932;21.7633;0.0013389;0.004628;0.037194;0.00049444
BSU34570;yvdK;0.24076;0.99253;0.0012224;0.0050774;0.0020384;0.00049444
BSU34580;yvdJ;0.11306;3.807;0.00092329;0.0081663;0.016649;0.00049444
BSU34590;yvdI;0.080115;1.5915;0.00057489;0.0071759;0.0098225;0.00049444
BSU34600;yvdH;0.1512;11.6363;0.00087479;0.0057858;0.038054;0.00049444
BSU34610;yvdG;0.16561;3.376;0.00029977;0.0018102;0.010079;0.00049444
BSU34620;yvdF;0.069531;0.89025;0.0012553;0.018054;0.0063307;0.00049444
BSU34630;yvdE;0.093907;2.9575;0.0011488;0.012233;0.015572;0.00049444
BSU34640;yvdD;6.0128;760.8497;0.0095133;0.0015822;0.062566;0.00049444
BSU34650;yvdC;6.0812;3056.4507;0.01163;0.0019124;0.24851;0.00049444
BSU34660;yvdB;0.094936;41.6907;0.00073748;0.0077682;0.21713;0.00049444
BSU34670;yvdA;0.1167;1.4208;0.0031428;0.026932;0.0060198;0.00049444
BSU34680;yvcT;10.3103;294.9436;0.015467;0.0015001;0.014144;0.00049444
BSU34690;yvcS;1.1847;179.1405;0.01095;0.0092429;0.074764;0.00049444
BSU34700;yvcR;1.375;301.1113;0.013019;0.0094684;0.10828;0.00049444
BSU34710;yvcQ;1.9435;48.9967;0.022032;0.011336;0.012465;0.00049444
BSU34720;yvcP;1.6936;31.3459;0.018832;0.01112;0.0091516;0.00049444
BSU34730;yvcN;5.1051;12.0087;0.040867;0.0080053;0.0011631;0.00049444
BSU34740;crh;4.7807;382.2381;0.035228;0.0073688;0.039533;0.00049444
BSU34750;yvcL;6.5606;71.3845;0.07176;0.010938;0.0053799;0.00049444
BSU34760;yvcK;4.5505;103.752;0.039485;0.008677;0.011273;0.00049444
BSU34770;yvcJ;4.1653;242.8959;0.034598;0.0083063;0.028833;0.00049444
BSU34780;yvcI;4.3947;34.0469;0.043782;0.0099624;0.0038306;0.00049444
BSU34790;trxB;4.1429;510.9211;0.039861;0.0096216;0.060978;0.00049444
BSU34800;yvcE;9.515;87.6562;0.30663;0.032225;0.004555;0.00049444
BSU34810;yvcD;2.5751;110.9052;0.041597;0.016154;0.021295;0.00049444
BSU34820;yvcC;1.5834;73.5751;0.019667;0.012421;0.022976;0.00049444
BSU34830;yvzA;2.3282;16.9045;0.03697;0.015879;0.00359;0.00049444
BSU34840;yvcB;3.0327;150.1786;0.070222;0.023155;0.024485;0.00049444
BSU34850;yvcA;2.0516;372.4682;0.055577;0.02709;0.089767;0.00049444
BSU34860;hisI;10.6771;29.8914;0.08436;0.007901;0.0013842;0.00049444
BSU34870;hisF;16.2347;25816.4116;0.11125;0.0068524;0.78626;0.00049444
BSU34880;hisA;13.5642;883.5673;0.10123;0.0074634;0.032208;0.00049444
BSU34890;hisH;20.987;6227.8413;0.15281;0.0072813;0.14673;0.00049444
BSU34900;hisB;27.6437;751.471;0.28111;0.010169;0.013441;0.00049444
BSU34910;hisD;23.2257;558.7708;0.22492;0.0096842;0.011896;0.00049444
BSU34920;hisG;10.2644;128.9473;0.1124;0.01095;0.0062115;0.00049444
BSU34930;hisZ;5.8903;710.9431;0.089748;0.015236;0.059678;0.00049444
BSU34940;yvpB;0.21829;27.1494;0.0092662;0.042449;0.061495;0.00049444
BSU34950;yvpA;0.2178;2.0331;0.0067136;0.030824;0.0046154;0.00049444
BSU34960;yvoF;3.5228;8.182;0.025203;0.0071543;0.0011484;0.00049444
BSU34970;hprP;3.605;210.7394;0.02528;0.0070125;0.028904;0.00049444
BSU34980;yvoD;7.4072;123.019;0.055041;0.0074307;0.0082118;0.00049444
BSU34990;lgt;5.0629;171.323;0.041284;0.0081544;0.016732;0.00049444
BSU35000;hprK;2.814;392.2245;0.026166;0.0092983;0.068916;0.00049444
BSU35010;nagA;1.8212;42.0347;0.011084;0.0060862;0.011412;0.00049444
BSU35020;nagB;2.0146;13.8755;0.01069;0.0053064;0.0034055;0.00049444
BSU35030;yvoA;0.99197;368.7851;0.0068056;0.0068606;0.18382;0.00049444
BSU35040;yvnB;0.57896;9.169;0.0038806;0.0067028;0.0078306;0.00049444
BSU35050;yvnA;0.22663;30.0763;0.011816;0.052138;0.06562;0.00049444
BSU35060;cypX;0.52821;23.4438;0.003817;0.0072262;0.021945;0.00049444
BSU35070;yvmC;1.1335;19.4626;0.0064772;0.0057144;0.0084899;0.00049444
BSU35080;yvmB;0.37083;5.5248;0.0026804;0.007228;0.0073664;0.00049444
BSU35090;yvmA;0.63223;41.4764;0.003858;0.0061022;0.032437;0.00049444
BSU35100;yvlD;2.2166;197.0954;0.012308;0.0055525;0.043965;0.00049444
BSU35110;yvlC;5.4912;157.6233;0.030075;0.0054769;0.014193;0.00049444
BSU35120;yvlB;8.2504;310.6265;0.047021;0.0056992;0.018616;0.00049444
BSU35130;yvlA;3.5474;103.7834;0.01862;0.0052491;0.014466;0.00049444
BSU35140;yvkN;0.33909;48.9986;0.0059761;0.017624;0.071448;0.00049444
BSU35150;yvzB;0.28384;457.1726;0.0026479;0.0093288;0.7964;0.00049444
BSU35160;uvrA;1.9862;138.418;0.019655;0.0098957;0.034458;0.00049444
BSU35170;uvrB;2.0434;270.7807;0.02193;0.010732;0.065521;0.00049444
BSU35180;csbA;0.61657;697.3092;0.0014154;0.0022956;0.55919;0.00049444
BSU35190;yvkC;0.14082;4.8627;0.00070771;0.0050255;0.017074;0.00049444
BSU35200;yvkB;0.45223;17.3483;0.002665;0.0058929;0.018968;0.00049444
BSU35210;yvkA;0.43043;7.3907;0.00262;0.006087;0.0084899;0.00049444
BSU35220;yvjD;1.5641;25.0662;0.029969;0.01916;0.0079237;0.00049444
BSU35230;yvzD;1.4325;48.2362;0.034178;0.023858;0.016649;0.00049444
BSU35240;yvjB;0.086464;1.069;0.0014153;0.016369;0.0061129;0.00049444
BSU35250;ftsX;0.71734;325.2798;0.020078;0.02799;0.22421;0.00049444
BSU35260;ftsE;3.9812;311.4672;0.16193;0.040673;0.038683;0.00049444
BSU35270;cccB;2.9962;227.0806;0.0075363;0.0025153;0.037474;0.00049444
BSU35280;yvjA;0.42853;13.1775;0.0029212;0.0068168;0.015204;0.00049444
BSU35290;prfB;10.7777;931.6885;0.1685;0.015634;0.042743;0.00049444
BSU35300;secA;7.0074;999.3496;0.15639;0.022318;0.070514;0.00049444
BSU35310;yvyD;4.21;460.6964;0.033711;0.0080075;0.054107;0.00049444
BSU35320;fliT;29.6796;3351.7958;0.1538;0.005182;0.055839;0.00049444
BSU35330;fliS;27.5436;93.7822;0.16637;0.0060402;0.0016835;0.00049444
BSU35340;fliD;21.5073;141.6218;0.13567;0.0063081;0.0032558;0.00049444
BSU35350;yvyC;13.4501;316.3548;0.077961;0.0057964;0.01163;0.00049444
BSU35360;hag;144.2469;58990.2256;0.2083;0.0014441;0.2022;0.00049444
BSU35370;csrA;1.2821;28.3336;0.0090078;0.0070258;0.010927;0.00049444
BSU35380;yviF;1.4997;266.0441;0.011263;0.0075105;0.087715;0.00049444
BSU35390;yviE;5.5304;365.6822;0.048013;0.0086817;0.032694;0.00049444
BSU35400;flgL;7.5677;333.8379;0.063979;0.0084542;0.021812;0.00049444
BSU35410;flgK;14.6083;44.4644;0.14127;0.0096707;0.001505;0.00049444
BSU35420;yvyG;6.9554;155.2675;0.069802;0.010036;0.011038;0.00049444
BSU35430;flgM;13.9048;133.8735;0.14709;0.010579;0.0047604;0.00049444
BSU35440;yvyF;11.5372;314.3411;0.11965;0.010371;0.013472;0.00049444
BSU35450;comFC;3.0248;104.1873;0.032763;0.010831;0.017031;0.00049444
BSU35460;comFB;3.9098;49.3891;0.045289;0.011584;0.0062459;0.00049444
BSU35470;comFA;3.0027;34.9266;0.084025;0.027983;0.0057512;0.00049444
BSU35480;yviA;1.7033;208.2668;0.018967;0.011136;0.060458;0.00049444
BSU35490;degU;3.8137;1212.5947;0.047918;0.012564;0.15721;0.00049444
BSU35500;degS;2.5592;84.4152;0.068697;0.026844;0.016309;0.00049444
BSU35510;yvyE;2.7207;169.0367;0.074843;0.027508;0.03072;0.00049444
BSU35520;yvhJ;4.0079;140.7296;0.08702;0.021712;0.017362;0.00049444
BSU35530;tagO;4.2768;80.0599;0.11515;0.026923;0.0092558;0.00049444
BSU35540;tuaH;0.41458;13.8565;0.0043915;0.010593;0.016526;0.00049444
BSU35550;tuaG;0.31659;155.6405;0.0032849;0.010376;0.24308;0.00049444
BSU35560;tuaF;0.37308;8.1687;0.0049036;0.013144;0.010826;0.00049444
BSU35570;tuaE;0.26234;29.1014;0.0023576;0.0089868;0.05485;0.00049444
BSU35580;tuaD;0.18478;12.1999;0.0040551;0.021945;0.032644;0.00049444
BSU35590;tuaC;0.39626;6.3235;0.0030736;0.0077566;0.0078903;0.00049444
BSU35600;tuaB;0.068199;0.48843;0.001108;0.016247;0.0035411;0.00049444
BSU35610;tuaA;0.10421;10.5622;0.0014116;0.013546;0.050113;0.00049444
BSU35620;lytC;12.1727;271.7347;0.054096;0.004444;0.011038;0.00049444
BSU35630;lytB;13.3167;160.0801;0.043196;0.0032438;0.0059437;0.00049444
BSU35640;lytA;12.327;22.7263;0.049821;0.0040417;0.00091157;0.00049444
BSU35650;lytR;9.2267;400.0637;0.077342;0.0083824;0.021439;0.00049444
BSU35660;yvyH;0.87202;144.1581;0.0083747;0.0096038;0.081739;0.00049444
BSU35670;gtaB;10.0738;2334.3162;0.05178;0.0051401;0.11457;0.00049444
BSU35680;ggaB;4.287;267.72;0.060506;0.014114;0.030878;0.00049444
BSU35690;ggaA;3.2446;142.7885;0.035941;0.011077;0.021759;0.00049444
BSU35700;tagH;4.1816;171.0833;0.058536;0.013999;0.020229;0.00049444
BSU35710;tagG;2.8582;162.0068;0.048994;0.017142;0.028026;0.00049444
BSU35720;tagF;5.5683;567.625;0.10675;0.019171;0.050403;0.00049444
BSU35730;tagE;4.0434;264.3414;0.083647;0.020687;0.032325;0.00049444
BSU35740;tagD;4.6098;1174.2109;0.11322;0.02456;0.12595;0.00049444
BSU35750;tagA;1.4576;22.055;0.099996;0.068603;0.0074815;0.00049444
BSU35760;tagB;1.8602;216.9397;0.090815;0.048821;0.057664;0.00049444
BSU35770;tagC;0.099042;13.5318;0.0016148;0.016304;0.067554;0.00049444
BSU35780;lytD;13.0243;3397.988;0.047166;0.0036214;0.129;0.00049444
BSU35790;pmi;1.074;13.3322;0.0094824;0.0088293;0.0061379;0.00049444
BSU35800;gerBA;0.0063054;0.16829;4.1881e-05;0.0066421;0.013196;0.00049444
BSU35810;gerBB;0.064018;6.9748;0.00053114;0.0082967;0.05387;0.00049444
BSU35820;gerBC;0.10756;41.9314;0.00068876;0.0064033;0.19275;0.00049444
BSU35830;ywtG;0.40369;47.2941;0.0024872;0.0061613;0.057927;0.00049444
BSU35840;ywtF;2.7403;137.8062;0.055059;0.020092;0.024865;0.00049444
BSU35850;ywtE;2.7088;392.232;0.016456;0.006075;0.071596;0.00049444
BSU35860;ywtD;18.1599;293.1261;0.11277;0.0062098;0.007981;0.00049444
BSU35870;ywtC;0.10711;1.1757;0.00074284;0.0069355;0.0054275;0.00049444
BSU35880;ywtB;0.1447;3.1978;0.00040193;0.0027776;0.010927;0.00049444
BSU35890;ywtA;0.1189;1.9662;0.0011482;0.0096574;0.0081766;0.00049444
BSU35900;ywsC;0.12796;18.4499;0.00087375;0.0068284;0.071293;0.00049444
BSU35910;rbsR;0.84348;55.0489;0.0062661;0.0074288;0.032269;0.00049444
BSU35920;rbsK;0.50959;93.8333;0.0035085;0.0068848;0.091044;0.00049444
BSU35930;rbsD;0.21213;19.1303;0.0014666;0.0069134;0.04459;0.00049444
BSU35940;rbsA;0.11348;36.1995;0.00055179;0.0048626;0.15773;0.00049444
BSU35950;rbsC;0.067853;2.016;0.00042131;0.0062092;0.014691;0.00049444
BSU35960;rbsB;0.11291;4.3344;0.00063764;0.0056475;0.018981;0.00049444
BSU35970;ywsB;1.8528;47.751;0.012293;0.0066346;0.012743;0.00049444
BSU35980;ywsA;0.034943;0.25735;5.6045e-05;0.0016039;0.0036415;0.00049444
BSU35990;ywrO;1.9557;278.3022;0.0059029;0.0030183;0.070361;0.00049444
BSU36000;alsD;1.9271;257.6756;0.010674;0.0055388;0.066111;0.00049444
BSU36010;alsS;1.3313;230.4921;0.0092067;0.0069156;0.085605;0.00049444
BSU36020;alsR;0.85621;11.1316;0.009909;0.011573;0.0064283;0.00049444
BSU36030;ywrK;0.10182;7.6383;0.0040447;0.039723;0.037091;0.00049444
BSU36040;ywrJ;0.043945;0.86596;0.00057365;0.013054;0.0097433;0.00049444
BSU36050;cotB;0.030715;3.8373;0.0011263;0.03667;0.061771;0.00049444
BSU36060;cotH;0.019943;1.7688;0.00023515;0.011791;0.043853;0.00049444
BSU36070;cotG;0.011113;0.1004;2.0433e-05;0.0018386;0.0044668;0.00049444
BSU36080;ywrF;0.32778;4.5029;0.00063454;0.0019359;0.0067924;0.00049444
BSU36090;ywrE;0.92629;22.2849;0.0091801;0.0099107;0.011896;0.00049444
BSU36100;ywrD;0.03194;0.27414;0.00017038;0.0053344;0.0042438;0.00049444
BSU36110;ywrC;0.47304;2.2827;0.0037922;0.0080166;0.002386;0.00049444
BSU36120;ywrB;0.42059;13.6127;0.0034766;0.008266;0.016003;0.00049444
BSU36130;ywrA;0.22702;6.071;0.0017649;0.0077744;0.013223;0.00049444
BSU36140;ywqO;0.12803;3.5265;0.0003671;0.0028673;0.013619;0.00049444
BSU36150;ywqN;0.27053;56.2728;0.0016288;0.0060208;0.10285;0.00049444
BSU36160;ywqM;0.2142;0.45018;0.0053451;0.024954;0.0010392;0.00049444
BSU36170;ywqL;1.3987;126.5937;0.014963;0.010698;0.044751;0.00049444
BSU36180;ywqK;3.8776;14.0506;0.023667;0.0061036;0.0017916;0.00049444
BSU36190;ywqJ;3.5125;196.866;0.026791;0.0076274;0.027713;0.00049444
BSU36200;ywqI;6.2773;107.0075;0.02603;0.0041467;0.0084287;0.00049444
BSU36210;ywqH;3.824;148.2479;0.02866;0.0074949;0.019169;0.00049444
BSU36220;ywqG;2.5229;134.0991;0.018103;0.0071753;0.026281;0.00049444
BSU36230;ywqF;1.348;81.1172;0.0093855;0.0069628;0.029755;0.00049444
BSU36240;ywqE;1.1545;42.5831;0.012933;0.011202;0.018237;0.00049444
BSU36250;ywqD;3.2264;981.7409;0.05355;0.016597;0.15045;0.00049444
BSU36260;ywqC;2.3424;1028.6669;0.04797;0.020479;0.21713;0.00049444
BSU36270;ywqB;0.76618;83.9492;0.014883;0.019424;0.054175;0.00049444
BSU36280;ywqA;2.0139;47.2491;0.025098;0.012462;0.0116;0.00049444
BSU36290;ywpJ;1.4154;211.4148;0.014147;0.009995;0.073853;0.00049444
BSU36300;glcR;1.8971;76.8878;0.022835;0.012037;0.02004;0.00049444
BSU36310;ywpH;8.41;246.3318;0.014384;0.0017103;0.014482;0.00049444
BSU36320;ywpG;0.39849;25.6728;0.0020559;0.0051593;0.031855;0.00049444
BSU36330;ywpF;3.9485;238.1529;0.05592;0.014163;0.029823;0.00049444
BSU36340;ywpE;0.48007;71.7337;0.00082166;0.0017115;0.073882;0.00049444
BSU36350;ywpD;0.048247;2.7295;0.0012801;0.026532;0.027972;0.00049444
BSU36360;mscL;2.7314;207.7408;0.015733;0.00576;0.037605;0.00049444
BSU36370;ywpB;1.2601;295.8698;0.0080626;0.0063984;0.1161;0.00049444
BSU36380;rapD;1.9218;122.7859;0.035661;0.018556;0.03159;0.00049444
BSU36390;flhP;13.423;1036.1025;0.20656;0.015389;0.038166;0.00049444
BSU36400;flhO;9.7591;85.7345;0.17577;0.018011;0.0043438;0.00049444
BSU36410;mbl;8.4036;2078.6553;0.070527;0.0083925;0.1223;0.00049444
BSU36420;spoIIID;0.087713;3.1669;0.00012666;0.0014441;0.017852;0.00049444
BSU36430;usd;0.052933;25.0617;0.00017376;0.0032826;0.2341;0.00049444
BSU36440;ywoH;0.13554;5.5693;0.0028153;0.02077;0.020316;0.00049444
BSU36450;ywoG;0.11262;5.6008;0.0017054;0.015144;0.02459;0.00049444
BSU36460;ywoF;2.8022;309.2999;0.027867;0.0099447;0.054575;0.00049444
BSU36470;ywoE;0.053124;2.3094;0.00021684;0.0040817;0.021494;0.00049444
BSU36480;ywoD;0.2775;1.3584;0.0010353;0.003731;0.0024204;0.00049444
BSU36490;ywoC;0.37154;102.9985;0.0025173;0.0067752;0.13707;0.00049444
BSU36500;ywoB;0.39924;81.2929;0.0018752;0.0046968;0.10068;0.00049444
BSU36510;nrgA;0.22774;4.9893;0.0015912;0.0069867;0.010832;0.00049444
BSU36520;nrgB;1.3132;96.9409;0.0097383;0.0074154;0.036499;0.00049444
BSU36530;ywoA;1.5408;157.0496;0.015961;0.010359;0.050397;0.00049444
BSU36540;ywnJ;0.13176;37.5104;0.0017025;0.012922;0.14077;0.00049444
BSU36550;spoIIQ;0.05523;1.3027;0.00039966;0.0072363;0.011662;0.00049444
BSU36560;ywnH;3.0629;125.8801;0.07449;0.02432;0.020321;0.00049444
BSU36570;ywnG;2.209;359.899;0.02614;0.011834;0.080558;0.00049444
BSU36580;ywnF;0.36443;16.6814;0.0058914;0.016166;0.022633;0.00049444
BSU36590;ywnE;0.58826;36.3316;0.01259;0.021402;0.030537;0.00049444
BSU36600;mta;0.29851;6.3041;0.0021897;0.0073354;0.010442;0.00049444
BSU36610;ywnC;3.6411;345.4771;0.016894;0.0046397;0.046914;0.00049444
BSU36620;ywnB;0.2962;198.317;0.00042801;0.001445;0.33105;0.00049444
BSU36630;ywnA;1.4387;36.4673;0.0039093;0.0027171;0.012533;0.00049444
BSU36640;ureC;0.50578;22.4482;0.00088766;0.001755;0.021945;0.00049444
BSU36650;ureB;1.2502;96.8895;0.0071702;0.0057352;0.038318;0.00049444
BSU36660;ureA;1.1964;33.7818;0.0017277;0.0014441;0.013961;0.00049444
BSU36670;csbD;3.4202;409.8513;0.011214;0.0032787;0.059251;0.00049444
BSU36680;ywmF;0.048312;4.4433;0.00026969;0.0055823;0.045474;0.00049444
BSU36690;rapB;3.1091;222.1101;0.034162;0.010988;0.035323;0.00049444
BSU36700;moaA;1.0189;40.4272;0.0089392;0.0087737;0.019619;0.00049444
BSU36710;fdhD;1.8498;32.2428;0.017169;0.0092814;0.0086184;0.00049444
BSU36720;ywmE;0.46356;5.6435;0.0022365;0.0048247;0.0060196;0.00049444
BSU36730;ywmD;0.13118;10.5078;0.0013122;0.010003;0.039605;0.00049444
BSU36740;ywmC;0.070402;7.5126;0.00052648;0.0074783;0.052763;0.00049444
BSU36750;spoIID;0.51053;3.3057;0.0070054;0.013722;0.0032016;0.00049444
BSU36760;murAA;5.1884;1977.9427;0.091965;0.017725;0.18849;0.00049444
BSU36770;ywmB;4.8625;172.8875;0.062643;0.012883;0.01758;0.00049444
BSU36780;ywzB;3.5589;713.4948;0.034649;0.0097359;0.099126;0.00049444
BSU36790;ywmA;0.02642;1.1032;0.000981;0.03713;0.020646;0.00049444
BSU36800;atpC;7.1941;1574.7389;0.026723;0.0037146;0.10823;0.00049444
BSU36810;atpD;10.5749;11439.323;0.069681;0.0065893;0.53486;0.00049444
BSU36820;atpG;21.4513;1038.8745;0.097857;0.0045618;0.023946;0.00049444
BSU36830;atpA;29.0222;10855.8223;0.19295;0.0066482;0.18495;0.00049444
BSU36840;atpH;30.46;1632.9459;0.14178;0.0046546;0.026507;0.00049444
BSU36850;atpF;31.5862;3058.581;0.1475;0.0046698;0.047878;0.00049444
BSU36860;atpE;29.0469;1231.3333;0.13846;0.0047669;0.02096;0.00049444
BSU36870;atpB;27.697;104.5471;0.13483;0.0048681;0.0018664;0.00049444
BSU36880;atpI;5.9909;130.1424;0.12244;0.020437;0.010741;0.00049444
BSU36890;upp;10.1818;3556.8117;0.051856;0.005093;0.17272;0.00049444
BSU36900;glyA;29.7169;13601.1998;0.042913;0.0014441;0.2263;0.00049444
BSU36910;ywlG;5.3391;377.7708;0.04414;0.0082672;0.034985;0.00049444
BSU36920;ywlF;7.6708;276.3215;0.06466;0.0084293;0.017811;0.00049444
BSU36930;ywlE;1.251;223.2361;0.0080117;0.006404;0.088229;0.00049444
BSU36940;ywlD;0.43142;8.0246;0.0055013;0.012752;0.009197;0.00049444
BSU36950;ywlC;0.91369;105.0764;0.0094338;0.010325;0.056862;0.00049444
BSU36960;ywlB;0.56399;70.1445;0.00093455;0.001657;0.061495;0.00049444
BSU36970;spoIIR;0.14012;137.1465;0.0012144;0.0086665;0.48394;0.00049444
BSU36980;ywlA;0.51399;451.9686;0.0053169;0.010344;0.43478;0.00049444
BSU36990;ywkF;0.49793;41.974;0.0040723;0.0081784;0.04168;0.00049444
BSU37000;ywkE;1.5595;52.4534;0.017282;0.011081;0.01663;0.00049444
BSU37010;prfA;3.5358;987.2342;0.03464;0.0097968;0.13805;0.00049444
BSU37020;ywkD;0.82803;13.4346;0.0018852;0.0022767;0.0080223;0.00049444
BSU37030;ywkC;0.6823;3.3928;0.0033577;0.0049212;0.0024587;0.00049444
BSU37040;ywkB;0.046116;29.2261;0.00035323;0.0076597;0.31336;0.00049444
BSU37050;ywkA;0.15938;90.252;0.0012166;0.007633;0.27998;0.00049444
BSU37060;tdk;0.49139;34.4465;0.0040719;0.0082865;0.034661;0.00049444
BSU37070;rpmE;10.4478;926.9919;0.025982;0.0024869;0.04387;0.00049444
BSU37080;rho;3.7177;301.7184;0.039786;0.010702;0.040128;0.00049444
BSU37090;ywjI;10.2376;313.4188;0.050435;0.0049265;0.015137;0.00049444
BSU37100;murAB;11.3521;211.1949;0.063342;0.0055798;0.0091987;0.00049444
BSU37110;ywjH;41.5166;6073.6207;0.11873;0.0028598;0.072334;0.00049444
BSU37120;fbaA;40.9182;17000.4523;0.072826;0.0017798;0.20543;0.00049444
BSU37130;spo0F;2.6937;126.8927;0.026774;0.0099395;0.023292;0.00049444
BSU37140;ywjG;0.57178;139.5661;0.0025603;0.0044777;0.12069;0.00049444
BSU37150;pyrG;8.3529;2350.1864;0.059668;0.0071434;0.13912;0.00049444
BSU37160;rpoE;5.3098;1368.5667;0.050411;0.009494;0.12744;0.00049444
BSU37170;acdA;0.17928;9.4776;0.0011858;0.0066144;0.026139;0.00049444
BSU37180;ywjF;0.088548;4.7329;0.00074383;0.0084004;0.026428;0.00049444
BSU37190;ywjE;0.0075938;0.21798;3.4426e-05;0.0045334;0.014193;0.00049444
BSU37200;ywjD;0.012582;1.3805;8.7581e-05;0.0069606;0.054247;0.00049444
BSU37210;ywjC;0.71788;198.9494;0.0049063;0.0068344;0.13703;0.00049444
BSU37220;ywjB;2.9786;126.4758;0.023772;0.007981;0.020995;0.00049444
BSU37230;ywjA;3.2672;43.1712;0.033079;0.010124;0.0065333;0.00049444
